ksrl_sc_gould_ia_1_2_007,Book,Edition,Part,PlateNumber,Type,BaseFileName,FullFileName,TitleOnPiece,ArtistStatement,NamedArtists,PrinterStatement,Printer,Bird_1_CommonNameOnPiece,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_SpeciesNamers,Bird_1_AltCommonNamesOnPiece,Bird_1_OtherCommonNames,Bird_1_GenusModern,Bird_1_SpeciesModern,Bird_1_OtherGenusSpecies,Bird_1_DateCreated,Medium,Support,Size,SubjectNote,ContentNote,ArtistNote,PublicationNote,PhysicalConditionNote,Bird_2_CommonNamesOnPiece,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_SpeciesNamers,Bird_2_AltCommonNamesOnPiece,Bird_2_OtherCommonNames,Bird_2_GenusModern,Bird_2_SpeciesModern,Bird_2_DateCreated,Bird_2_OtherGenusSpecies,Bird_1_ModernNamer,Bird_1_ModernCommonName,Bird_2_ModernNamer,Bird_2_ModernCommonName,Bird_3_CommonNamesOnPiece,Bird_3_GenusOnPiece,Bird_3_SpeciesOnPiece,Bird_3_SpeciesNamers,Bird_3_AltCommonNamesOnPiece,Bird_3_OtherCommonNames,Bird_3_GenusModern,Bird_3_SpeciesModern,Bird_3_DateCreated,Bird_3_OtherGenusSpecies,Bird_3_ModernNamer,Bird_3_ModernCommonName
125,RA,2nd,1,1,pl,ksrl_sc_gould_ra_2_1_001,ksrl_sc_gould_ra_2_1_001.tif,Ramphastos toco,,"JG,R",,Hullmandel & Walton,Toco toucan,Ramphastos,toco,Linn.,,,Ramphastos,toco,toco,,,,,,"On the plate, the namer is Linn., but in the text title, it is Gmel., as in the list of plates.",,,,,,,,,,,,,,"Statius Muller, 1776",,,,,,,,,,,,,,,
128,RA,2nd,1,2,pl,ksrl_sc_gould_ra_2_1_002,ksrl_sc_gould_ra_2_1_002.tif,Ramphastos carinatus,,"JG,R",,Hullmandel & Walton,Keel-billed toucan,Ramphastos,carinatus,Swains.,,"Keel-billed Toucan, Tuc��n pico canoa",Ramphastos,sulfuratus,,,,,,,,,,,,,,,,,,,,,"Lesson, 1830","Keel-billed Toucan, Tuc��n pico canoa",,,,,,,,,,,,,,
129,RA,2nd,1,3,pl,ksrl_sc_gould_ra_2_1_003,ksrl_sc_gould_ra_2_1_003.tif,Ramphastos brevicarinatus,,"JG,R",,Hullmandel & Walton,Short-billed toucan,Ramphastos,brevicarinatus,Gould,,,Ramphastos,vitellinus,brevicarinatus,,,,,,,,,,,,,,,,,,,,"Gould, 1833",,,,,,,,,,,,,,,
131,RA,2nd,1,5,pl,ksrl_sc_gould_ra_2_1_005,ksrl_sc_gould_ra_2_1_005.tif,Ramphastos ambiguus,,"JG,R",,Hullmandel & Walton,Doubtful toucan,Ramphastos,ambiguus,Swains.,,Black-mandibled Toucan,Ramphastos,ambiguus,,,,,,,,,,,,,,,,,,,,,"Swainson, 1823",Black-mandibled Toucan,,,,,,,,,,,,,,
144,RA,2nd,1,7,pl,ksrl_sc_gould_ra_2_1_007,ksrl_sc_gould_ra_2_1_007.tif,Ramphastos inca,,"JG,R",,Hullmandel & Walton,Inca toucan,Ramphastos,inca,Gould,,,Ramphastos,vitellinus,inca,,,,,,,,,,,,,,,,,,,,"Gould, 1846",,,,,,,,,,,,,,,
146,RA,2nd,1,8,pl,ksrl_sc_gould_ra_2_1_008,ksrl_sc_gould_ra_2_1_008.tif,Ramphastos cuvieri,,"JG,R",,Hullmandel & Walton,Cuvier's toucan,Ramphastos,cuvieri,Wagl.,,,Ramphastos,vitellinus,cuvieri,,,,,,,,,,,,,,,,,,,,"Wagler, 1827",,,,,,,,,,,,,,,
149,RA,2nd,1,9,pl,ksrl_sc_gould_ra_2_1_009,ksrl_sc_gould_ra_2_1_009.tif,Ramphastos citreolaemus,,"JG,R",,Hullmandel & Walton,Citron-breasted toucan,Ramphastos,citreolaemus,Gould,,,Ramphastos,vitellinus,citreolaemus,,,,,,,,,,,,,,,,,,,,"Gould, 1844",,,,,,,,,,,,,,,
152,RA,2nd,1,11,pl,ksrl_sc_gould_ra_2_1_011,ksrl_sc_gould_ra_2_1_011.tif,Ramphastos culminatus,,"JG,R",,Hullmandel & Walton,Culminated toucan,Ramphastos,culminatus,Gould,,,Ramphastos,vitellinus,culminatus,,,,,,,,,,,,,,,,,,,,"Gould, 1833",,,,,,,,,,,,,,,
155,RA,2nd,1,12,pl,ksrl_sc_gould_ra_2_1_012,ksrl_sc_gould_ra_2_1_012.tif,Ramphastos ariel,,"JG,R",,Hullmandel & Walton,Ariel toucan,Ramphastos,ariel,Vig.,,,Ramphastos,vitellinus,ariel,,,,,,,,,,,,,,,,,,,,"Vigors, 1826",,,,,,,,,,,,,,,
157,RA,2nd,1,13,pl,ksrl_sc_gould_ra_2_1_013,ksrl_sc_gould_ra_2_1_013.tif,Ramphastos vitellinus,,"JG,R",,Hullmandel & Walton,Sulphur and white-breasted toucan,Ramphastos,vitellinus,Illiger,,,Ramphastos,vitellinus,vitellinus,,,,,,,,,,,,,,,,,,,,"Lichtenstein, 1823",,,,,,,,,,,,,,,
159,RA,2nd,1,14,pl,ksrl_sc_gould_ra_2_1_014,ksrl_sc_gould_ra_2_1_014.tif,Ramphastos dicolorus,,"JG,R",,Hullmandel & Walton,Green-billed toucan,Ramphastos,dicolorus,Gmel.,,Green-billed Toucan,Ramphastos,dicolorus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1766",Green-billed Toucan,,,,,,,,,,,,,,
71,RA,1S,S,1,pl,ksrl_sc_gould_ra_1s_s_001,ksrl_sc_gould_ra_1s_s_001.tif,Ramphastos inca,,"JG,R",,Hullmandel & Walton,Inca toucan,Ramphastos,inca,Gould,,,Ramphastos,vitellinus,inca,,,,,,,,,,,,,,,,,,,,"Gould, 1846",,,,,,,,,,,,,,,
74,RA,1S,S,2,pl,ksrl_sc_gould_ra_1s_s_002,ksrl_sc_gould_ra_1s_s_002.tif,Ramphastos brevicarinatus,,"JG,R",,Hullmandel & Walton,Short-billed toucan,Ramphastos,brevicarinatus,Gould,,,Ramphastos,vitellinus,brevicarinatus,,,,,,,,,,,,,,,,,,,,"Gould, 1833",,,,,,,,,,,,,,,
76,RA,1S,S,3,pl,ksrl_sc_gould_ra_1s_s_003,ksrl_sc_gould_ra_1s_s_003.tif,Ramphastos ambiguus,,"JG,R",,Hullmandel & Walton,Doubtful toucan,Ramphastos,ambiguus,Swains.,,Black-mandibled Toucan,Ramphastos,ambiguus,,,,,,,,,,,,,,,,,,,,,"Swainson, 1823",Black-mandibled Toucan,,,,,,,,,,,,,,
78,RA,1S,S,4,pl,ksrl_sc_gould_ra_1s_s_004,ksrl_sc_gould_ra_1s_s_004.tif,Ramphastos citreolaemus,,"JG,R",,Hullmandel & Walton,Citron-breasted toucan,Ramphastos,citreolaemus,Gould,,,Ramphastos,vitellinus,citreolaemus,,,,,,,,,,,,,,,,,,,,"Gould, 1844",,,,,,,,,,,,,,,
1,HB,1st,1,1,pl,ksrl_sc_gould_hb_1_1_001,ksrl_sc_gould_hb_1_1_001.tif,,,,,,,Grypus,naevius,,,,Ramphodon,naevius,,,,,,,,,,,,,,,,,,,,,"Dumont, 1818",Saw-billed Hermit,,,,,,,,,,,,,,
4,HB,1st,1,2,pl,ksrl_sc_gould_hb_1_1_002,ksrl_sc_gould_hb_1_1_002.tif,,,,,,,Grypus,spixi,,,,Ramphodon,naevius,,,,,,,,,,,,,,,,,,,,,"Dumont, 1818",Saw-billed Hermit,,,,,,,,,,,,,,
564,HB,1st,3,189,pl,ksrl_sc_gould_hb_1_3_189,ksrl_sc_gould_hb_1_3_189.tif,,,,,,,Ramphomicron,microrhyncha,,,,Ramphomicron,microrhynchum,,,,,,,,,,,,,,,,,,,,,"Boissonneau, 1840",Purple-backed Thornbill,,,,,,,,,,,,,,
1202,HB,1S,1,44,pl,ksrl_sc_gould_hb_1s_1_044,ksrl_sc_gould_hb_1s_1_044.tif,,,,,,,Rhamphomicron,dorsale,,,,Ramphomicron,dorsale,,,,,,,,,,,,,,,,,,,,,"Salvin & Godman, 1880",Black-backed Thornbill,,,,,,,,,,,,,,
1259,HB,1S,1,63,pl,ksrl_sc_gould_hb_1s_1_063,ksrl_sc_gould_hb_1s_1_063.tif,,,,,,,Rhamphomicron,dorsale,,,,Ramphomicron,dorsale,,,,,,,,,,,,,,,,,,,,,"Salvin & Godman, 1880",Black-backed Thornbill,,,,,,,,,,,,,,
799,AU,1st,4,30,pl,ksrl_sc_gould_au_1_4_030,ksrl_sc_gould_au_1_4_030.tif,,,,,,Fasciated honey-eater,Glyciphila,fasciata,Gould,,,Ramsayornis f,asciatus,,,,,,,,,,,,,,,,,,,,,"Gould, 1843",Bar-breasted Honeyeater,,,,,,,,,,,,,,
421,MM,1st,3,11,pl,ksrl_sc_gould_mm_1_3_011,ksrl_sc_gould_mm_1_3_011.tif,,,,,,Dusky-footed rat,Mus,fuscipes,,,,Rattus,fuscipes,,,,,,,,,,,,,,,,,,,,,"Waterhouse, 1839",Australian Bush Rat,,,,,,,,,,,,,,
424,MM,1st,3,12,pl,ksrl_sc_gould_mm_1_3_012,ksrl_sc_gould_mm_1_3_012.tif,,,,,,Tawny rat,Mus,vellerosus,,,,Rattus,lutreolus,,,,,,,,,,,,,,,,,,,,,"J. E. Gray, 1841",Australian Swamp Rat,,,,,,,,,,,,,,
427,MM,1st,3,13,pl,ksrl_sc_gould_mm_1_3_013,ksrl_sc_gould_mm_1_3_013.tif,,,,,,Long-haired rat,Mus,longipilis,,,,Rattus,villosissimus,,,,,,,,,,,,,,,,,,,,,"Waite, 1898",Australian Long-haired Rat,,,,,,,,,,,,,,
433,MM,1st,3,15,pl,ksrl_sc_gould_mm_1_3_015,ksrl_sc_gould_mm_1_3_015.tif,,,,,,Allied rat,Mus,assimilis,,,,Rattus,fuscipes,,,,,,,,,,,,,,,,,,,,,"Waterhouse, 1839",Australian Bush Rat,,,,,,,,,,,,,,
436,MM,1st,3,16,pl,ksrl_sc_gould_mm_1_3_016,ksrl_sc_gould_mm_1_3_016.tif,,,,,,White-footed rat,Mus,manicatus,,,,Rattus,fuscipes,,,,,,,,,,,,,,,,,,,,,"Waterhouse, 1839",Australian Bush Rat,,,,,,,,,,,,,,
439,MM,1st,3,17,pl,ksrl_sc_gould_mm_1_3_017,ksrl_sc_gould_mm_1_3_017.tif,,,,,,Sordid rat,Mus,sordidus,,,,Rattus,sordidus,,,,,,,,,,,,,,,,,,,,,"Gould, 1858",Canefield rat,,,,,,,,,,,,,,
1378,AU,1st,6,27,pl,ksrl_sc_gould_au_1_6_027,ksrl_sc_gould_au_1_6_027.tif,,,,,,Red-necked avocet,Recurvirostris,rubricollis,Temm.,,,Recurvirostra,novaehollandiae,,,,,,,,,,,,,,,,,,,,,"Vieillot, 1816",Red-necked Avocet,,,,,,,,,,,,,,
823,EU,1st,4,308,pl,ksrl_sc_gould_eu_1_4_308,ksrl_sc_gould_eu_1_4_308.tif,,,,,,Avocet,Recurvirostra,avocetta,Linn.,,,Recurvirostra,avosetta,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Pied Avocet,,,,,,,,,,,,,,
727,GB,1st,4,52,pl,ksrl_sc_gould_gb_1_4_052,ksrl_sc_gould_gb_1_4_052.tif,,,,,,Avocet,Recurvirostra,avocetta,,,,Recurvirostra,avosetta,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Pied Avocet,,,,,,,,,,,,,,
460,EU,1st,2,148,pl,ksrl_sc_gould_eu_1_2_148,ksrl_sc_gould_eu_1_2_148.tif,,,,,,Fire-crested wren,Regulus,ignicapillus,Cuv.,,,Regulus,regulus,,,,,,,,,,,Golden-crested wren,Regulus,vulgaris,Cuv.,,,Regulus,regulus,,,"Temminck, 1820",Firecrest,"Linnaeus, 1758",Goldcrest,,,,,,,,,,,,
466,EU,1st,2,149,pl,ksrl_sc_gould_eu_1_2_149,ksrl_sc_gould_eu_1_2_149.tif,,,,,,Dalmatian regulus,Regulus,modestus,,,,Regulus,regulus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Goldcrest,,,,,,,,,,,,,,
316,GB,1st,2,69,pl,ksrl_sc_gould_gb_1_2_069,ksrl_sc_gould_gb_1_2_069.tif,,,,,,"Golden-crested wren, or kinglet",Regulus,cristatus,,,,Regulus,satrapa,,,,,,,,,,,,,,,,,,,,,"Lichtenstein, 1823","Golden-crowned Kinglet; Reyezuelo de oro, roitelet �� couronne dor̩e",,,,,,,,,,,,,,
319,GB,1st,2,70,pl,ksrl_sc_gould_gb_1_2_070,ksrl_sc_gould_gb_1_2_070.tif,,,,,,Fire-crested wren,Regulus,ignicapillus,,,,Regulus,ignicapillus,,,,,,,,,,,,,,,,,,,,,"Temminck, 1820",,,,,,,,,,,,,,,
502,EU,1st,3,159,pl,ksrl_sc_gould_eu_1_3_159,ksrl_sc_gould_eu_1_3_159.tif,,,,,,Penduline tit,Aegithalus,pendulinus,Vig.,,,Remiz,pendulinus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Penduline Tit,,,,,,,,,,,,,,
487,MM,1st,3,33,pl,ksrl_sc_gould_mm_1_3_033,ksrl_sc_gould_mm_1_3_033.tif,,,,,,Great-leaved horse-shoe bat,Rhinolophus,megaphyllus,,,,Rhinolophus,megaphyllus,,,,,,,,,,,,,,,,,,,,,"Gray, 1834",Fmaller horseshoe bat,,,,,,,,,,,,,,
493,MM,1st,3,35,pl,ksrl_sc_gould_mm_1_3_035,ksrl_sc_gould_mm_1_3_035.tif,,,,,,Orange horse-shoe bat,Rhinolophus,aurantius,,,,Rhinonicteris,aurantia,,,,,,,,,,,,,,,,,,,,,"Gray, 1845",Orange leaf-nosed bat,,,,,,,,,,,,,,
355,AU,1st,2,83,pl,ksrl_sc_gould_au_1_2_083,ksrl_sc_gould_au_1_2_083.tif,,,,,,White-shafted fantail,Rhipidura,albiscapa,Gould,,,Rhipidura,fuliginosa,,,,,,,,,,,,,,,,,,,,,"Sparrman, 1787",New Zealand Fantail,,,,,,,,,,,,,,
358,AU,1st,2,84,pl,ksrl_sc_gould_au_1_2_084,ksrl_sc_gould_au_1_2_084.tif,,,,,,Rufous-fronted fantail,Rhipidura,rufifrons,,,,Rhipidura,rufifrons,,,,,,,,,,,,,,,,,,,,,"Latham, 1802","Rufous Fantail, Rufous-fronted Fantail",,,,,,,,,,,,,,
361,AU,1st,2,85,pl,ksrl_sc_gould_au_1_2_085,ksrl_sc_gould_au_1_2_085.tif,,,,,,Northern fantail,Rhipidura,isura,Gould,,,Rhipidura,rufiventris,,,,,,,,,,,,,,,,,,,,,"Vieillot, 1818",Northern Fantail,,,,,,,,,,,,,,
364,AU,1st,2,86,pl,ksrl_sc_gould_au_1_2_086,ksrl_sc_gould_au_1_2_086.tif,,,,,,Black fantailed flycatcher,Rhipidura,motacilloides,"Horsf., Vig.",,,Rhipidura,leucophrys,,,,,,,,,,,,,,,,,,,,,"Latham, 1802",Willie Wagtail,,,,,,,,,,,,,,
461,HB,1st,3,154,pl,ksrl_sc_gould_hb_1_3_154,ksrl_sc_gould_hb_1_3_154.tif,,,,,,,Rhodopis,vespera,,,,Rhodopis,vesper,,,,,,,,,,,,,,,,,,,,,"Lesson, 1829",Oasis Hummingbird,,,,,,,,,,,,,,
1030,GB,1st,5,63,pl,ksrl_sc_gould_gb_1_5_063,ksrl_sc_gould_gb_1_5_063.tif,,,,,,Ross's gull,Rhodostethia,rossii,,,,Rhodostethia,rosea,,,,,,,,,,,,,,,,,,,,,"MacGillivray, 1824",Ross's Gull,,,,,,,,,,,,,,
175,EU,1st,2,59,pl,ksrl_sc_gould_eu_1_2_059,ksrl_sc_gould_eu_1_2_059.tif,,,,,,Sand martin,Hirundo,riparia,Linn.,,,Riparia,riparia,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Bank Swallow, Golondrina ribere̱a, hirondelle de rivage, Sand Martin",,,,,,,,,,,,,,
130,GB,1st,2,7,pl,ksrl_sc_gould_gb_1_2_007,ksrl_sc_gould_gb_1_2_007.tif,,,,,,Sand-martin,Cotyle,riparia,,,,Riparia,riparia,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Sand Martin; Bank Swallow, Golondrina ribere̱a, hirondelle de rivageRiparia",,,,,,,,,,,,,,
133,GB,1st,2,8,pl,ksrl_sc_gould_gb_1_2_008,ksrl_sc_gould_gb_1_2_008.tif,,,,,,Sand-martin,Cotyle,riparia,,,,Riparia,riparia,,,,,,,young,,,,,,,,,,,,,,"Linnaeus, 1758","Sand Martin; Bank Swallow, Golondrina ribere̱a, hirondelle de rivageR iparia riparia",,,,,,,,,,,,,,
1210,EU,1st,5,435,pl,ksrl_sc_gould_eu_1_5_435,ksrl_sc_gould_eu_1_5_435.tif,,,,,,Kittiwake gull,Larus,rissa,Linn.,,,Rissa,tridactyla,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Black-legged Kittiwake, Gaviota pata negra, Mouette tridactyle",,,,,,,,,,,,,,
1420,AU,1st,6,41,pl,ksrl_sc_gould_au_1_6_041,ksrl_sc_gould_au_1_6_041.tif,,,,,,Australian rhynchaea,Rhynchaea,australis,Gould,,,Rostratula,benghalensis,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Greater Painted Snipe,,,,,,,,,,,,,,
519,HB,1st,3,174,pl,ksrl_sc_gould_hb_1_3_174,ksrl_sc_gould_hb_1_3_174.tif,,,,,,,Cometes,sparganurus,,,,Sappho,sparganura,,,,,,,,,,,,,,,,,,,,,"Shaw, 1812",Red-tailed Comet,,,,,,,,,,,,,,
522,HB,1st,3,175,pl,ksrl_sc_gould_hb_1_3_175,ksrl_sc_gould_hb_1_3_175.tif,,,,,,,Cometes,phaon,,,,Sappho,sparganura,,,,,,,,,,,,,,,,,,,,,"Shaw, 1812",Red-tailed Comet,,,,,,,,,,,,,,
142,MM,1st,1,48,pl,ksrl_sc_gould_mm_1_1_048,ksrl_sc_gould_mm_1_1_048.tif,,,,,,Ursine sarcophilus,Sarcophilus,ursinus,,,,Sarcophilus,harrisii,,,,,,,,,,,,,,,,,,,,,"Boitard, 1841",Tasmanian Devil,,,,,,,,,,,,,,
139,HM,1st,1,46,pl,ksrl_sc_gould_hm_1_1_046,ksrl_sc_gould_hm_1_1_046.tif,,,,,,,Lamprotornis,spilopterus,,,,Saroglossa,spiloptera,,,,,,,male and female,,,,,,,,,,,,,,"Vigors, 1831",,,,,,,,,,,,,,,
142,HM,1st,1,47,pl,ksrl_sc_gould_hm_1_1_047,ksrl_sc_gould_hm_1_1_047.tif,,,,,,,Lamprotornis,spilopterus,,,,Saroglossa,spiloptera,,,,,,,male and female,,,,,,,,,,,,,,"Vigors, 1831",,,,,,,,,,,,,,,
283,EU,1st,2,93,pl,ksrl_sc_gould_eu_1_2_093,ksrl_sc_gould_eu_1_2_093.tif,,,,,,Whinchat,Saxicola,rubetra,Bechst.,,,Saxicola,rubetra,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Whinchat,,,,,,,,,,,,,,
286,EU,1st,2,94,pl,ksrl_sc_gould_eu_1_2_094,ksrl_sc_gould_eu_1_2_094.tif,,,,,,Stonechat,Saxicola,rubicola,Bechst.,,,Saxicola,torquatus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1766",Stonecchat,,,,,,,,,,,,,,
247,GB,1st,2,46,pl,ksrl_sc_gould_gb_1_2_046,ksrl_sc_gould_gb_1_2_046.tif,,,,,,Whinchat,Saxicola,rubetra,,,,Saxicola,rubetra,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Whinchat,,,,,,,,,,,,,,
250,GB,1st,2,47,pl,ksrl_sc_gould_gb_1_2_047,ksrl_sc_gould_gb_1_2_047.tif,,,,,,"Stone-chat, or furze-chat",Pratincola,rubicola,,,,Saxicola,torquatus,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1766",Stone-chat, or Furze-Chat,,,,,,,,,,,,,
1549,AU,1S,1,2,pl,ksrl_sc_gould_au_1s_1_002,ksrl_sc_gould_au_1s_1_002.tif,,,,,,Wekau,Sceloglaux,albifacies,,,,Sceloglaux,albifacies,,,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1844",Laughing Owl,,,,,,,,,,,,,,
651,HB,1st,4,218,pl,ksrl_sc_gould_hb_1_4_218,ksrl_sc_gould_hb_1_4_218.tif,,,,,,,Schistes,geoffroyi,,,,Schistes,geoffroyi,,,,,,,,,,,,,,,,,,,,,"Bourcier, 1843",Wedge-billed Hummingbird,,,,,,,,,,,,,,
657,HB,1st,4,220,pl,ksrl_sc_gould_hb_1_4_220,ksrl_sc_gould_hb_1_4_220.tif,,,,,,,Schistes,albogularis,,,,Schistes,geoffroyi��,albogularis,,,,,,,,,,,,,,,,,,,,"Gould, 1851",Wedge-billed Hummingbird,,,,,,,,,,,,,,
859,EU,1st,4,319,pl,ksrl_sc_gould_eu_1_4_319,ksrl_sc_gould_eu_1_4_319.tif,,,,,,Woodcock,Scolopax,rusticola,Linn.,,,Scolopax,rusticola,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758","Eurasian Woodcock, B̩casse des bois",,,,,,,,,,,,,,
802,GB,1st,4,77,pl,ksrl_sc_gould_gb_1_4_077,ksrl_sc_gould_gb_1_4_077.tif,,,,,,Woodcock,Scolopax,rusticola,,,,Scolopax,rusticola,,,,,,,,,,,,,,,,,,,,,"Linnaeus, 1758",Eurasian Woodcock, b̩casse des bois,,,,,,,,,,,,,
979,AU,1st,4,90,pl,ksrl_sc_gould_au_1_4_090,ksrl_sc_gould_au_1_4_090.tif,,,,,,Channel bill,Scythrops,novae-hollandiae,Lath.,,,Scythrops,novaehollandiae,,,,,,,,,,,,,,,,,,,,,"Latham, 1790",Channel-billed Cuckoo,,,,,,,,,,,,,,
410,HB,1st,3,137,pl,ksrl_sc_gould_hb_1_3_137,ksrl_sc_gould_hb_1_3_137.tif,,,,,,,Selasphorus,rufus,,,,Selasphorus,rufus,,,,,,,,,,,,,,,,,,,,,"Gmelin, 1788","Rufous Hummingbird, Zumbador rufo",,,,,,,,,,,,,,
413,HB,1st,3,138,pl,ksrl_sc_gould_hb_1_3_138,ksrl_sc_gould_hb_1_3_138.tif,,,,,,,Selasphorus,scintilla,,,,Selasphorus,scintilla,,,,,,,,,,,,,,,,,,,,,"Gould, 1851",Scintillant Hummingbird,,,,,,,,,,,,,,
419,HB,1st,3,140,pl,ksrl_sc_gould_hb_1_3_140,ksrl_sc_gould_hb_1_3_140.tif,,,,,,,Selasphorus,platycereus,,,,Selasphorus,platycercus,,,,,,,,,,,,,,,,,,,,,"Swainson, 1827","Broad-tailed Hummingbird, Zumbador cola ancha",,,,,,,,,,,,,,
1163,HB,1S,1,31,pl,ksrl_sc_gould_hb_1s_1_031,ksrl_sc_gould_hb_1s_1_031.tif,,,,,,,Selasphorus,ardens,,,,Selasphorus,ardens��,,,,,,,,,,,,,,,,,,,,,"Salvin, 1870",Glow-throated Hummingbird,,,,,,,,,,,,,,
1166,HB,1S,1,32,pl,ksrl_sc_gould_hb_1s_1_032,ksrl_sc_gould_hb_1s_1_032.tif,,,,,,,Selasphorus,flammula,,,,Selasphorus,flammula��,,,,,,,,,,,,,,,,,,,,,"Salvin, 1865",Volcano Hummingbird,,,,,,,,,,,,,,
19,IA,1st,1,7,pl,ksrl_sc_gould_ia_1_1_007,ksrl_sc_gould_ia_1_1_007.tif,Pteroglossus (Selenidera) gouldii,,"EG,JG",,C. Hullmandel,,Pteroglossus (Selenidera),gouldii,Natt.,,,Selenidera,gouldii,,,,,,,,,,,,,,,,,,,,,"Natterer, 1837",Gould's Toucanet,,,,,,,,,,,,,,
42,RA,1st,1,21,pl,ksrl_sc_gould_ra_1_1_021,ksrl_sc_gould_ra_1_1_021.tif,Pteroglossus maculirostris,,L,,C. Hullmandel,Spotted-billed ara̤ari,Pteroglossus,maculirostris,"Cuv., Lichtenst.",,Spotted-billedToucanet,Selenidera,maculirostris,,,,,,,"This is a plate containing both male and female specimens which have quite different plumage. The plate cites Cuvier and Lichtenst. as namers, but the text cites Lichtenstein.",,,,,,,,,,,,,,"Lichtenstein, 1823",Spotted-billedToucanet,,,,,,,,,,,,,,
44,RA,1st,1,22,pl,ksrl_sc_gould_ra_1_1_022,ksrl_sc_gould_ra_1_1_022.tif,Pteroglossus nattererii,,"EG,JG",,C. Hullmandel,Natterer's ara̤ari,Pteroglossus,nattererii,Gould,,"Golden-collared Toucanet,  Tawny-tufted Toucanet",Selenidera,nattereri,,,,,,,,,,,,,,,,,,,,,"Gould, 1836","Golden-collared Toucanet,  Tawny-tufted Toucanet",,,,,,,,,,,,,,
46,RA,1st,1,23,pl,ksrl_sc_gould_ra_1_1_023,ksrl_sc_gould_ra_1_1_023.tif,Pteroglossus reinwardtii,,"EG,JG",,C. Hullmandel,Reinwardt's ara̤ari,Pteroglossus,reinwardtii,Wagl.,,,Selenidera,reinwardtii,reinwardtii,,,,,,,,,,,,,,,,,,,,"Wagler, 1827",,,,,,,,,,,,,,,
48,RA,1st,1,24,pl,ksrl_sc_gould_ra_1_1_024,ksrl_sc_gould_ra_1_1_024.tif,Pteroglossus culik,,"EG,JG",,C. Hullmandel,Koulik ara̤ari,Pteroglossus,culik,Wagl.,,Guianan Toucanet,Selenidera,culik,,,,,,,,,,,,,,,,,,,,,"Wagler, 1827",Guianan Toucanet,,,,,,,,,,,,,,
50,RA,1st,1,25,pl,ksrl_sc_gould_ra_1_1_025,ksrl_sc_gould_ra_1_1_025.tif,Pteroglossus langsdorfii,,"EG,JG",,C. Hullmandel,Langsdorf's ara̤ari,Pteroglossus,langsdorfii,Wagl.,,,Selenidera,reinwardtii,langsdorfii,,,,,,,,,,,,,,,,,,,,"(Wagler, 1827)",,,,,,,,,,,,,,,
190,RA,2nd,1,32,pl,ksrl_sc_gould_ra_2_1_032,ksrl_sc_gould_ra_2_1_032.tif,Selenidera maculirostris,,"JG,R",,Hullmandel & Walton,Spotted-billed toucanet,Selenidera,maculirostris,,,Spotted-billedToucanet,Selenidera,maculirostris,,,,,,,,,,,,,,,,,,,,,"Lichtenstein, 1823",Spotted-billedToucanet,,,,,,,,,,,,,,
192,RA,2nd,1,33,pl,ksrl_sc_gould_ra_2_1_033,ksrl_sc_gould_ra_2_1_033.tif,Selenidera gouldi,,"JG,R",,Hullmandel & Walton,Gould's toucanet,Selenidera,gouldi,,,,Selenidera,gouldii,,,,,,,,,,,,,,,,,,,,,"(Natterer, 1837)",Gould's Toucanet,,,,,,,,,,,,,,
194,RA,2nd,1,34,pl,ksrl_sc_gould_ra_2_1_034,ksrl_sc_gould_ra_2_1_034.tif,Selenidera langsdorffi,,"JG,R",,Hullmandel & Walton,Langsdorff's toucanet,Selenidera,langsdorffi,,,,Selenidera,reinwardtii,langsdorfii,,,,,,,,,,,,,,,,,,,,"(Wagler, 1827)",,,,,,,,,,,,,,,
196,RA,2nd,1,35,pl,ksrl_sc_gould_ra_2_1_035,ksrl_sc_gould_ra_2_1_035.tif,Selenidera nattereri,,"JG,R",,Hullmandel & Walton,Natterer's toucanet,Selenidera,nattereri,Gould,,"Golden-collared Toucanet,  Tawny-tufted Toucanet",Selenidera,nattereri,,,,,,,,,,,,,,,,,,,,,"Gould, 1836","Golden-collared Toucanet,  Tawny-tufted Toucanet",,,,,,,,,,,,,,
