ksrl_sc_gould_ia_1_2_007,Book,Edition,Part,PlateNumber,Type,BaseFileName,FullFileName,TitleOnPiece,ArtistStatement,NamedArtists,PrinterStatement,Printer,Bird_1_CommonNameOnPiece,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_SpeciesNamers,Bird_1_AltCommonNamesOnPiece,Bird_1_OtherCommonNames,Bird_1_GenusModern,Bird_1_SpeciesModern,Bird_1_OtherGenusSpecies,Bird_1_DateCreated,Medium,Support,Size,SubjectNote,ContentNote,ArtistNote,PublicationNote,PhysicalConditionNote,Bird_2_CommonNamesOnPiece,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_SpeciesNamers,Bird_2_AltCommonNamesOnPiece,Bird_2_OtherCommonNames,Bird_2_GenusModern,Bird_2_SpeciesModern,Bird_2_DateCreated,Bird_2_OtherGenusSpecies,Bird_1_ModernNamer,Bird_1_ModernCommonName,Bird_2_ModernNamer,Bird_2_ModernCommonName,Bird_3_CommonNamesOnPiece,Bird_3_GenusOnPiece,Bird_3_SpeciesOnPiece,Bird_3_SpeciesNamers,Bird_3_AltCommonNamesOnPiece,Bird_3_OtherCommonNames,Bird_3_GenusModern,Bird_3_SpeciesModern,Bird_3_DateCreated,Bird_3_OtherGenusSpecies,Bird_3_ModernNamer,Bird_3_ModernCommonName
1250,AS,1st,6,34,pl,ksrl_sc_gould_as_1_6_034,ksrl_sc_gould_as_1_6_034.tif,,,H,,WALTER,Vigors's pygmy woodpecker,Iyngipicus,nanus,,,,Dendrocopos,moluccensis,nanus,1883-08-01,,,,,,,,,,,,,,,,,,,"Vigors, 1832",Sunda Pygmy Woodpecker,,,,,,,,,,,,,,
1292,AS,1st,6,48,pl,ksrl_sc_gould_as_1_6_048,ksrl_sc_gould_as_1_6_048.tif,,,"JG,H",,WALTER,Yellow-rumped honey-guide,Indicator,xanthonotus,,,,Indicator,xanthonotus,,1883-08-01,,,,,,,,,,,,,,,,,,,"Blyth, 1842",Yellow-rumped Honeyguide,,,,,,,,,,,,,,
734,AS,1st,4,17,pl,ksrl_sc_gould_as_1_4_017,ksrl_sc_gould_as_1_4_017.tif,,,H,,WALTER,,Leiothrix,laurinae,,,,Leiothrix,argentauris,,1883-08-01,,,,,,,,,,,,,,,,,,,"Hodgson, 1838",Silver-eared Leiothrix,,,,,,,,,,,,,,
980,AS,1st,5,27,pl,ksrl_sc_gould_as_1_5_027,ksrl_sc_gould_as_1_5_027.tif,,,H,,WALTER,Siberian grosbeak,Uragus,sibirieus,,,,Uragus,sibiricus,,1883-08-01,,,,,,,,,,,,,,,,,,,"Pallas, 1773",Long-tailed Rosefinch,,,,,,,,,,,,,,
145,NG,1st,1,49,pl,ksrl_sc_gould_ng_1_1_049,ksrl_sc_gould_ng_1_1_049.tif,,,,,,Deceptive oriole,Oriolus,decipiens,,,,? Oriolus,decipiens,,1884-01-01,,,,,,,,,,,,,,,,,,,,Tanimbar Oriole,,,,,,,,,,,,,,
766,NG,1st,5,11,pl,ksrl_sc_gould_ng_1_5_011,ksrl_sc_gould_ng_1_5_011.tif,,,,,,Duchess of connaught's parrakeet,Charmosyna,margaritae,,,,Charmosyna,margarethae,,1884-01-01,,,,,,,,,,,,,,,,,,,"Tristram, 1879",Duchess Lorikeet,,,,,,,,,,,,,,
412,NG,1st,3,24,pl,ksrl_sc_gould_ng_1_3_024,ksrl_sc_gould_ng_1_3_024.tif,,,,,,Grey-throated thickhead,Pachycephalopsis,fortis,,,,Colluricincla,megarhyncha,,1884-01-01,,,,,,,,,,,,,,,,,,,"Quoy & Gaimard, 1830",Little Shrikethrush,,,,,,,,,,,,,,
9999,NG,1st,2,1,pl,ksrl_sc_gould_ng_1_2_001,ksrl_sc_gould_ng_1_2_001.tif,,,,,,Slaty-grey cuckoo shrike,Artamides,unimodus,,,,Coracina,personata,,1884-01-01,,,,,,,,,,,,,,,,,,,"Muller, 1843",Wallacean Cuckooshrike �� �� �� ��,,,,,,,,,,,,,,
169,NG,1st,2,2,pl,ksrl_sc_gould_ng_1_2_002,ksrl_sc_gould_ng_1_2_002.tif,,,,,,Slaty-grey cuckoo shrike,Artamides,unimodus,,,,Coracina,personata,,1884-01-01,,,,,,,,,Blue cuckoo-shrike,Artamides,temmineki,,,,Coracina,temminckii,1880:01:01,,"Muller, 1843",Wallacean Cuckooshrike �� �� �� ��,"Muller, 1843",Cerulean Cuckooshrike,,,,,,,,,,,,
178,NG,1st,2,4,pl,ksrl_sc_gould_ng_1_2_004,ksrl_sc_gould_ng_1_2_004.tif,,,,,,Ramsay's cuckoo-shrike,Graucalus,pusillus,,,,Coracina,lineata,pusilla,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1879",Barred Cuckooshrike,,,,,,,,,,,,,,
565,NG,1st,4,3,pl,ksrl_sc_gould_ng_1_4_003,ksrl_sc_gould_ng_1_4_003.tif,,,,,,Tristram's flower-pecker,Dicaeum,tristrami,,,,Dicaeum,tristrami,,1884-01-01,,,,,,,,,,,,,,,,,,,"Sharpe, 1884",White-mottled Flowerpecker,,,,,,,,,,,,,,
568,NG,1st,4,4,pl,ksrl_sc_gould_ng_1_4_004,ksrl_sc_gould_ng_1_4_004.tif,,,,,,Bronze-shaded flower-pecker,Dicaeum,aeneum,,,,Dicaeum,aeneum,,1884-01-01,,,,,,,,,,,,,,,,,,,"Pucheran, 1853",Midget Flowerpecker,,,,,,,,,,,,,,
28,NG,1st,1,10,pl,ksrl_sc_gould_ng_1_1_010,ksrl_sc_gould_ng_1_1_010.tif,,,,,,Bennett's bird of paradise,Drepanornis,cervinicauda,,,,Drepanornis,albertisi,cervinicauda,1884-01-01,,,,,,,,,,,,,,,,,,,"Sclater, 1884",,,,,,,,,,,,,,,
928,NG,1st,5,65,pl,ksrl_sc_gould_ng_1_5_065,ksrl_sc_gould_ng_1_5_065.tif,,,,,,Finsch's fruit-pigeon,Carpophaga,finschi,,,,Ducula,finschii,,1884-01-01,,,,,,,,,,,,,,,,,,,"E. P. Ramsay, 1882",Growling Imperial Pigeon,,,,,,,,,,,,,,
829,NG,1st,5,32,pl,ksrl_sc_gould_ng_1_5_032,ksrl_sc_gould_ng_1_5_032.tif,,,,,,Riedel's parrot,Eclectus,riedeli,,,,Eclectus,roratus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Statius Muller, 1776",Eclectus Parrot,,,,,,,,,,,,,,
199,NG,1st,2,11,pl,ksrl_sc_gould_ng_1_2_011,ksrl_sc_gould_ng_1_2_011.tif,,,,,,Rufous-backed gerygone,Gerygone,dorsalis,,,,Gerygone,inornata��,,1884-01-01,,,,,,,,,,,,,,,,,,,"Wallace, 1864",Plain Gerygone,,,,,,,,,,,,,,
475,NG,1st,3,45,pl,ksrl_sc_gould_ng_1_3_045,ksrl_sc_gould_ng_1_3_045.tif,,,,,,Broadbent's honey-eater,Stigeoatops,albo-suricularis,,,,Lichmera,alboauricularis,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1878",Silver-eared Honeyeater,,,,,,,,,,,,,,
376,NG,1st,3,12,pl,ksrl_sc_gould_ng_1_3_012,ksrl_sc_gould_ng_1_3_012.tif,,,,,,White-edged reed-warbler,Megalurus,albolimbatus,,,,Megalurus,albolimbatus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Albertis & Salvadori, 1879",Fly River Grassbird,,,,,,,,,,,,,,
283,NG,1st,2,39,pl,ksrl_sc_gould_ng_1_2_039,ksrl_sc_gould_ng_1_2_039.tif,,,,,,Forbe's pied flycatcher,Heteranax,mundus,,,,Monarcha,mundus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Sclater, 1883",Black-bibbed Monarch,,,,,,,,,,,,,,
298,NG,1st,2,44,pl,ksrl_sc_gould_ng_1_2_044,ksrl_sc_gould_ng_1_2_044.tif,,,,,,Brodie's flycatcher,Piezorhynchus,brodiei,,,,Monarcha,barbatus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1879",Solomons Monarch,,,,,,,,,,,,,,
301,NG,1st,2,45,pl,ksrl_sc_gould_ng_1_2_045,ksrl_sc_gould_ng_1_2_045.tif,,,,,,Brown's flycatcher,Piezorhynchus,browni,,,,Monarcha,browni,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1883",Kulambangra Monarch,,,,,,,,,,,,,,
304,NG,1st,2,46,pl,ksrl_sc_gould_ng_1_2_046,ksrl_sc_gould_ng_1_2_046.tif,,,,,,Richards's flycatcher,Piezorhynchus,richardsi,,,,Monarcha,richardsii,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1881",White-capped Monarch,,,,,,,,,,,,,,
307,NG,1st,2,47,pl,ksrl_sc_gould_ng_1_2_047,ksrl_sc_gould_ng_1_2_047.tif,,,,,,White-crowned flycatcher,Piezorhynchus,castus,,,,Monarcha,castus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Sclater, 1883",,,,,,,,,,,,,,,
310,NG,1st,2,48,pl,ksrl_sc_gould_ng_1_2_048,ksrl_sc_gould_ng_1_2_048.tif,,,,,,White-backed pied flycatcher,Piezorhynchus,vidua,,,,Monarcha,viduus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Tristram, 1879",White-collared Monarch,,,,,,,,,,,,,,
313,NG,1st,2,49,pl,ksrl_sc_gould_ng_1_2_049,ksrl_sc_gould_ng_1_2_049.tif,,,,,,Scaly-necked flycatcher,Piezorhynchus,squamulatus,,,,Monarcha,axillaris,,1884-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Black Monarch,,,,,,,,,,,,,,
334,NG,1st,2,56,pl,ksrl_sc_gould_ng_1_2_056,ksrl_sc_gould_ng_1_2_056.tif,,,,,,Rufous-and-chestnut flycatcher,Pomarea,rufocastanea,,,,Monarcha,richardsii,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1881",White-capped Monarch,,,,,,,,,,,,,,
337,NG,1st,2,57,pl,ksrl_sc_gould_ng_1_2_057,ksrl_sc_gould_ng_1_2_057.tif,,,,,,Chestnut-bellied flycatcher,Pomarea,castaneiventris,,,,Monarcha,castaneiventris,,1884-01-01,,,,,,,,,,,,,,,,,,,"Verreaux, 1858",Chestnut-bellied Monarch,,,,,,,,,,,,,,
340,NG,1st,2,58,pl,ksrl_sc_gould_ng_1_2_058,ksrl_sc_gould_ng_1_2_058.tif,,,,,,Ugi-island flycatcher,Pomarea,ugiensis,,,,Monarcha,castaneiventris,,1884-01-01,,,,,,,,,,,,,,,,,,,"Verreaux, 1858",Chestnut-bellied Monarch,,,,,,,,,,,,,,
271,NG,1st,2,35,pl,ksrl_sc_gould_ng_1_2_035,ksrl_sc_gould_ng_1_2_035.tif,,,,,,Fawn-tailed flycatcher,Myiagra,cervinicauda,,,,Myiagra,cervinicauda��,,1884-01-01,,,,,,,,,,,,,,,,,,,"Tristram, 1879",Makira Flycatcher,,,,,,,,,,,,,,
274,NG,1st,2,36,pl,ksrl_sc_gould_ng_1_2_036,ksrl_sc_gould_ng_1_2_036.tif,,,,,,Purple-backed flycatcher,Myiagra,ferrocyanea,,,,Myiagra,ferrocyanea��,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1879",Steel-blue Flycatcher,,,,,,,,,,,,,,
532,NG,1st,3,64,pl,ksrl_sc_gould_ng_1_3_064,ksrl_sc_gould_ng_1_3_064.tif,,,,,,Lake wakolo honey-eater,Myzomela,wakoloensis,,,,Myzomela,sanguinolenta,,1884-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1802",Scarlet Myzomela,,,,,,,,,,,,,,
535,NG,1st,3,65,pl,ksrl_sc_gould_ng_1_3_065,ksrl_sc_gould_ng_1_3_065.tif,,,,,,New-ireland honey-eater,Myzomela,erythrina,,,,Myzomela,cruentata��,,1884-01-01,,,,,,,,,,,,,,,,,,,"��A. B. Meyer, 1874",Red Myzomela,,,,,,,,,,,,,,
538,NG,1st,3,66,pl,ksrl_sc_gould_ng_1_3_066,ksrl_sc_gould_ng_1_3_066.tif,,,,,,Black-headed honey-eater,Myzomela,melanocephala,,,,Myzomela,melanocephala,,1884-01-01,,,,,,,,,,,,,,,,,,,"E. P. Ramsay, 1879",Black-headed Myzomela,,,,,,,,,,,,,,
13,NG,1st,1,5,pl,ksrl_sc_gould_ng_1_1_005,ksrl_sc_gould_ng_1_1_005.tif,,,,,,New britian hawk-owl,Ninox,odiosa,,,,Ninox,odiosa,,1884-01-01,,,,,,,,,,,,,,,,,,,"P. L. Sclater, 1877",Spangled Boobook,,,,,,,,,,,,,,
217,NG,1st,2,17,pl,ksrl_sc_gould_ng_1_2_017,ksrl_sc_gould_ng_1_2_017.tif,,,,,,Black-and-white flycatcher,Poecilodryas,bimaculata,,,,Peneothello,bimaculatus��,,1884-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1874",,,,,,,,,,,,,,,
463,NG,1st,3,41,pl,ksrl_sc_gould_ng_1_3_041,ksrl_sc_gould_ng_1_3_041.tif,,,,,,Hoary-throated honey-eater,Philemon,plumigenis,,,,Philemon,moluccensis,plumigenis,1884-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1858",,,,,,,,,,,,,,,
892,NG,1st,5,53,pl,ksrl_sc_gould_ng_1_5_053,ksrl_sc_gould_ng_1_5_053.tif,,,,,,Richard's fruit-pigeon,Ptilopus,richardsi,,,,Ptilinopus,richardsii,,1884-01-01,,,,,,,,,,,,,,,,,,,"E. P. Ramsay, 1882",Silver-capped Fruit Dove,,,,,,,,,,,,,,
895,NG,1st,5,54,pl,ksrl_sc_gould_ng_1_5_054,ksrl_sc_gould_ng_1_5_054.tif,,,,,,Lewis's fruit-pigeon,Ptilopus,lewisi,,,,Ptilinopus,eugeniae,,1884-01-01,,,,,,,,,,,,,,,,,,,"Gould, 1856",White-headed Fruit Dove,,,,,,,,,,,,,,
247,NG,1st,2,27,pl,ksrl_sc_gould_ng_1_2_027,ksrl_sc_gould_ng_1_2_027.tif,,,,,,White-breasted fantail flycatcher,Rhipidura,leucothorax,,,,Rhipidura,leucothorax,,1884-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1874",White-bellied Thicket Fantail,,,,,,,,,,,,,,
250,NG,1st,2,28,pl,ksrl_sc_gould_ng_1_2_028,ksrl_sc_gould_ng_1_2_028.tif,,,,,,Cockerell's fantail flycatcher,Rhipidura,cockerelli,,,,Rhipidura,cockerelli��,,1884-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1879",White-winged Fantail,,,,,,,,,,,,,,
253,NG,1st,2,29,pl,ksrl_sc_gould_ng_1_2_029,ksrl_sc_gould_ng_1_2_029.tif,,,,,,Larat fantail flycatcher,Rhipidura,opistherythra,,,,Rhipidura,opistherythra,,1884-01-01,,,,,,,,,,,,,,,,,,,"Sclater, 1883",Long-tailed Fantail,,,,,,,,,,,,,,
721,NG,1st,4,55,pl,ksrl_sc_gould_ng_1_4_055,ksrl_sc_gould_ng_1_4_055.tif,,,,,,White-backed kingfisher,Halcyon,leucopygia,,,,Todiramphus,leucopygius,,1884-01-01,,,,,,,,,,,,,,,,,,,"J. Verreaux, 1858",Ultramarine Kingfisher,,,,,,,,,,,,,,
520,NG,1st,3,60,pl,ksrl_sc_gould_ng_1_3_060,ksrl_sc_gould_ng_1_3_060.tif,,,,,,Dusky-fronted white-eye,Zosterops,fuscifrons,,,,Zosterops,atriceps,,1884-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1860",Cream-throated White-eye,,,,,,,,,,,,,,
523,NG,1st,3,61,pl,ksrl_sc_gould_ng_1_3_061,ksrl_sc_gould_ng_1_3_061.tif,,,,,,Heath-island white-eye,Zosterops,longirostris,,,,Zosterops,griseotinctus,,1884-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1858",Islet White-eye,,,,,,,,,,,,,,
517,NG,1st,3,59,pl,ksrl_sc_gould_ng_1_3_059,ksrl_sc_gould_ng_1_3_059.tif,,,,,,Brown-tailed white-eye,Zosterops,brunneicauda,,,,?  Alcippe,brunneicauda,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1879",Brown Fulvetta,,,,,,,,,,,,,,
595,NG,1st,4,13,pl,ksrl_sc_gould_ng_1_4_013,ksrl_sc_gould_ng_1_4_013.tif,,,,,,Purple-throated glossy starling,Calornis,gularis,,,,? Aplonis,panayensis,,1885-01-01,,,,,,,,,,,,,,,,,,,"Scopoli, 1786",Asian Glossy Starling,,,,,,,,,,,,,,
865,NG,1st,5,44,pl,ksrl_sc_gould_ng_1_5_044,ksrl_sc_gould_ng_1_5_044.tif,,,,,,Triton cockatoo,Cacatua,triton,,,,Cacatua,galerita,,1885-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1790",Sulphur-crested Cockatoo,,,,,,,,,,,,,,
868,NG,1st,5,45,pl,ksrl_sc_gould_ng_1_5_045,ksrl_sc_gould_ng_1_5_045.tif,,,,,,Blue-eyed cockatoo,Cacatua,ophthalmica,,,,Cacatua,galerita,,1885-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1790",Sulphur-crested Cockatoo,,,,,,,,,,,,,,
871,NG,1st,5,46,pl,ksrl_sc_gould_ng_1_5_046,ksrl_sc_gould_ng_1_5_046.tif,,,,,,Naked-eyed cockatoo,Cacatua,gymnopis,,,,Cacatua,sanguinea,,1885-01-01,,,,,,,,,,,,,,,,,,,"Gould, 1843",Little Corella,,,,,,,,,,,,,,
874,NG,1st,5,47,pl,ksrl_sc_gould_ng_1_5_047,ksrl_sc_gould_ng_1_5_047.tif,,,,,,Ducorp's cockatoo,Cacatua,ducorpsi,,,,Cacatua,ducorpsii,,1885-01-01,,,,,,,,,,,,,,,,,,,"Pucheran, 1853",Broad-crested Corella,,,,,,,,,,,,,,
922,NG,1st,5,63,pl,ksrl_sc_gould_ng_1_5_063,ksrl_sc_gould_ng_1_5_063.tif,,,,,,New-ireland fruit-pigeon,Carpophaga,rubricera,,,,Ducula,rubricera,,1885-01-01,,,,,,,,,,,,,,,,,,,"Bonaparte, 1854",Red-knobbed Imperial Pigeon,,,,,,,,,,,,,,
34,NG,1st,1,12,pl,ksrl_sc_gould_ng_1_1_012,ksrl_sc_gould_ng_1_1_012.tif,,,,,,Bruijn's bird of paradise,Drepanornis,bruijnii,,,,Epimachus,bruijnii,,1885-01-01,,,,,,,,,,,,,,,,,,,"Oustalet, 1880",,,,,,,,,,,,,,,
466,NG,1st,3,42,pl,ksrl_sc_gould_ng_1_3_042,ksrl_sc_gould_ng_1_3_042.tif,,,,,,Mysol honey-eater,Stigeoatops,chloris,,,,Lichmera,argentauris,,1885-01-01,,,,,,,,,,,,,,,,,,,"Finsch, 1870",Olive Honeyeater,,,,,,,,,,,,,,
583,NG,1st,4,9,pl,ksrl_sc_gould_ng_1_4_009,ksrl_sc_gould_ng_1_4_009.tif,,,,,,Stout-billed flower-pecker,Rhamphocharis,crassirostris,,,,Melanocharis,crassirostris,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",,,,,,,,,,,,,,,
586,NG,1st,4,10,pl,ksrl_sc_gould_ng_1_4_010,ksrl_sc_gould_ng_1_4_010.tif,,,,,,Verster's flower-pecker,Pristorhamphus,versteri,,,,Melanocharis,versteri,,1885-01-01,,,,,,,,,,,,,,,,,,,"Finsch, 1876",Fan-tailed Berrypecker,,,,,,,,,,,,,,
589,NG,1st,4,11,pl,ksrl_sc_gould_ng_1_4_011,ksrl_sc_gould_ng_1_4_011.tif,,,,,,Long-tailed flower-pecker,Urocharis,longicauda,,,,Melanocharis,longicauda,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Lemon-breasted Berrypecker,,,,,,,,,,,,,,
481,NG,1st,3,47,pl,ksrl_sc_gould_ng_1_3_047,ksrl_sc_gould_ng_1_3_047.tif,,,,,,White-marked honey-eater,Ptilotis,albonotata,,,,Meliphaga,albonotata,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Scrub Honeyeater,,,,,,,,,,,,,,
322,NG,1st,2,52,pl,ksrl_sc_gould_ng_1_2_052,ksrl_sc_gould_ng_1_2_052.tif,,,,,,Black-spectacled flycatcher,Monarcha,periophthalmicus,,,,Monarcha,frater��,,1885-01-01,,,,,,,,,,,,,,,,,,,"Sclater, 1874",Black-winged Monarch,,,,,,,,,,,,,,
268,NG,1st,2,34,pl,ksrl_sc_gould_ng_1_2_034,ksrl_sc_gould_ng_1_2_034.tif,,,,,,Buff-bellied flycatcher,Myiagra,fulviventris,,,,Myiagra,muellerianamuelleriana,,1885-01-01,,,,,,,,,,,,,,,,,,,"Schlegel, 1871",Torrent Flyrobin,,,,,,,,,,,,,,
580,NG,1st,4,8,pl,ksrl_sc_gould_ng_1_4_008,ksrl_sc_gould_ng_1_4_008.tif,,,,,,Pigmy honey-eater,Oedistoma,pygmaeum,,,,Oedistoma,pygmaeum,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Pygmy Longbill,,,,,,,,,,,,,,
394,NG,1st,3,18,pl,ksrl_sc_gould_ng_1_3_018,ksrl_sc_gould_ng_1_3_018.tif,,,,,,Tenimber thickhead,Pachycephala,fusco-flava,,,,Pachycephala,pectoralis,,1885-01-01,,,,,,,,,,,,,,,,,,,"Latham, 1802",Australian Golden Whistler,,,,,,,,,,,,,,
79,NG,1st,1,27,pl,ksrl_sc_gould_ng_1_1_027,ksrl_sc_gould_ng_1_1_027.tif,,,,,,Grey-chested bird of paradise,Paradisea,decora,,,,Paradisaea,decora,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvin & Godman, 1883",Goldie's Bird-of-Paradise,,,,,,,,,,,,,,
154,NG,1st,1,52,pl,ksrl_sc_gould_ng_1_1_052,ksrl_sc_gould_ng_1_1_052.tif,,,,,,White-billed wood-shrike,Rectes,leucorhynchus,,,,Pitohui,ferrugineus,,1885-01-01,,,,,,,,,,,,,,,,,,,"Bonaparte, 1850",Rusty Pitohui,,,,,,,,,,,,,,
157,NG,1st,1,53,pl,ksrl_sc_gould_ng_1_1_053,ksrl_sc_gould_ng_1_1_053.tif,,,,,,Fawn-breasted wood-shrike,Rectes,cerviniventris,,,,Pitohui,kirhocephalus,,1885-01-01,,,,,,,,,,,,,,,,,,,"Lesson & Garnot, 1827",Variable Pitohui,,,,,,,,,,,,,,
736,NG,1st,5,1,pl,ksrl_sc_gould_ng_1_5_001,ksrl_sc_gould_ng_1_5_001.tif,,,,,,Western perroquet,Cyclopsitta,occidentalis,,,,Psittaculirostris,desmarestii,,1885-01-01,,,,,,,,,,,,,,,,,,,"Desmarest, 1826",Flame-headed Fig Parrot,,,,,,,,,,,,,,
889,NG,1st,5,52,pl,ksrl_sc_gould_ng_1_5_052,ksrl_sc_gould_ng_1_5_052.tif,,,,,,Solomon-island fruit-pigeon,Ptilopus,solomonis,,,,Ptilinopus,solomonensis,,1885-01-01,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1870",Yellow-bibbed Fruit Dove,,,,,,,,,,,,,,
457,NG,1st,3,39,pl,ksrl_sc_gould_ng_1_3_039,ksrl_sc_gould_ng_1_3_039.tif,,,,,,Silky-plumed honey-eater,Glicychaera,fallax,,,,Timeliopsis,fallax,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1878",Green-backed Honeyeater,,,,,,,,,,,,,,
499,NG,1st,3,53,pl,ksrl_sc_gould_ng_1_3_053,ksrl_sc_gould_ng_1_3_053.tif,,,,,,Yellow-tinted brown honey-eater,Euthyrhynchus,flavigula,,,,Timeliopsis,fulvigula,,1885-01-01,,,,,,,,,,,,,,,,,,,"Schlegel, 1871",Olive Straightbill,,,,,,,,,,,,,,
502,NG,1st,3,54,pl,ksrl_sc_gould_ng_1_3_054,ksrl_sc_gould_ng_1_3_054.tif,,,,,,Buff-throated honey-eater,Euthyrhynchus,fulvigula,,,,Timeliopsis,fulvigula,,1885-01-01,,,,,,,,,,,,,,,,,,,"Schlegel, 1871",Olive Straightbill,,,,,,,,,,,,,,
505,NG,1st,3,55,pl,ksrl_sc_gould_ng_1_3_055,ksrl_sc_gould_ng_1_3_055.tif,,,,,,Brown honey-eater,Euthyrhynchus,griseigula,,,,Timeliopsis,griseigula,,1885-01-01,,,,,,,,,,,,,,,,,,,"Schlegel, 1871",Tawny Straightbill,,,,,,,,,,,,,,
718,NG,1st,4,54,pl,ksrl_sc_gould_ng_1_4_054,ksrl_sc_gould_ng_1_4_054.tif,,,,,,Tristram's kingfisher,Halcyon,tristrami,,,,Todiramphus,chloris,tristrami,1885-01-01,,,,,,,,,,,,,,,,,,,"E. L. Layard, 1880",Collared Kingfisher,,,,,,,,,,,,,,
514,NG,1st,3,58,pl,ksrl_sc_gould_ng_1_3_058,ksrl_sc_gould_ng_1_3_058.tif,,,,,,Ke-island white-eye,Zosterops,uropygialis,,,,Zosterops,uropygialis,,1885-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1874",Golden-bellied White-eye,,,,,,,,,,,,,,
604,NG,1st,4,16,pl,ksrl_sc_gould_ng_1_4_016,ksrl_sc_gould_ng_1_4_016.tif,,,,,,Orange-chested starling,Melanopyrrhus,anais,,,,? Mino,anais,,1886-01-01,,,,,,,,,,,,,,,,,,,"Lesson, 1839",Golden Myna,,,,,,,,,,,,,,
1,NG,1st,1,1,pl,ksrl_sc_gould_ng_1_1_001,ksrl_sc_gould_ng_1_1_001.tif,,,,,,Black-mantled goshawk,Astur,melanochlamys,,,,Accipiter,melanochlamys,,1886-01-01,,,,,,,,,,,,,,,,,,,"Salvadori, 1876",Black-mantled Goshawk,,,,,,,,,,,,,,
673,NG,1st,4,39,pl,ksrl_sc_gould_ng_1_4_039,ksrl_sc_gould_ng_1_4_039.tif,,,,,,Wallace's goatsucker,Aegotheles,wallacii,,,,Aegotheles,wallacii,,1886-01-01,,,,,,,,,,,,,,,,,,,"G. R. Gray, 1859",Wallace's Owlet-Nightjar,,,,,,,,,,,,,,
139,NG,1st,1,47,pl,ksrl_sc_gould_ng_1_1_047,ksrl_sc_gould_ng_1_1_047.tif,,,,,,Orange-crested bower-bird,Amblyornis,subalaris,,,,Amblyornis,subalaris,,1886-01-01,,,,,,,,,,,,,,,,,,,"Sharpe, 1884",Streaked Bowerbird,,,,,,,,,,,,,,
598,NG,1st,4,14,pl,ksrl_sc_gould_ng_1_4_014,ksrl_sc_gould_ng_1_4_014.tif,,,,,,Fead-island starling,Calornis,feadensis,,,,Aplonis,feadensis,,1886-01-01,,,,,,,,,,,,,,,,,,,"Ramsay, 1882",Atoll Starling,,,,,,,,,,,,,,
694,NG,1st,4,46,pl,ksrl_sc_gould_ng_1_4_046,ksrl_sc_gould_ng_1_4_046.tif,,,,,,Gentian kingfisher,Ceyx,gentiana,,,,Ceyx,lepidus,gentianus,1886-01-01,,,,,,,,,,,,,,,,,,,"Tristram, 1879",Chameleon Dwarf Kingfisher,,,,,,,,,,,,,,
190,NG,1st,2,8,pl,ksrl_sc_gould_ng_1_2_008,ksrl_sc_gould_ng_1_2_008.tif,,,,,,Grey-faced cuckoo-shrike,Edoliisoma,poliopse,,,,Coracina,schisticeps,,1886-01-01,,,,,,,,,,,,,,,,,,,"Gray, 1846",Black-tipped Cicadabird,,,,,,,,,,,,,,
562,NG,1st,4,2,pl,ksrl_sc_gould_ng_1_4_002,ksrl_sc_gould_ng_1_4_002.tif,,,,,,Muller's flower-pecker,Dicaeum,pectorale,,,,Dicaeum,pectorale,,1886-01-01,,,,,,,,,,,,,,,,,,,"Muller, 1843",Olive-crowned Flowerpecker,,,,,,,,,,,,,,
